Datetime,Actual,Predicted,Positive_Deviation,Consecutive_Anomaly,Leakage_Risk,Risk_Score
2020-03-17 19:00:00,2922,3032.26,0.0,0,Normal,0.0
2020-03-17 20:00:00,2534,2725.2,0.0,0,Normal,0.0
2020-03-17 21:00:00,1988,2177.425,0.0,0,Normal,0.0
2020-03-17 22:00:00,1693,1887.68,0.0,0,Normal,0.0
2020-03-17 23:00:00,1617,1721.63,0.0,0,Normal,0.0
2020-03-18 00:00:00,1182,1413.015,0.0,0,Normal,0.0
2020-03-18 01:00:00,1247,1132.235,10.136146648001528,0,Normal,29.72
2020-03-18 02:00:00,969,739.54,31.027395407956305,1,High,85.0
2020-03-18 03:00:00,508,700.7,0.0,2,Normal,10.0
2020-03-18 04:00:00,976,956.695,2.017884487741647,0,Normal,5.92
2020-03-18 05:00:00,1396,1165.54,19.77280916999846,0,Warning,57.98
2020-03-18 06:00:00,1724,2033.155,0.0,0,Normal,0.0
2020-03-18 07:00:00,2761,3003.14,0.0,0,Normal,0.0
2020-03-18 08:00:00,3424,3439.005,0.0,0,Normal,0.0
2020-03-18 09:00:00,3697,3430.405,7.771531349796884,0,Normal,22.79
2020-03-18 10:00:00,3492,3298.09,5.879463568307712,0,Normal,17.24
2020-03-18 11:00:00,2801,3178.31,0.0,0,Normal,0.0
2020-03-18 12:00:00,3814,2831.34,34.70653471501126,1,High,85.0
2020-03-18 13:00:00,3127,3574.235,0.0,0,Normal,0.0
2020-03-18 14:00:00,2911,2962.29,0.0,0,Normal,0.0
2020-03-18 15:00:00,2691,2591.98,3.8202455265858526,0,Normal,11.2
2020-03-18 16:00:00,2674,2638.035,1.36332535390926,0,Normal,4.0
2020-03-18 17:00:00,2735,2751.51,0.0,0,Normal,0.0
2020-03-18 18:00:00,2865,2896.475,0.0,0,Normal,0.0
2020-03-18 19:00:00,3012,3002.315,0.32258440570026614,0,Normal,0.95
2020-03-18 20:00:00,2650,2763.295,0.0,0,Normal,0.0
2020-03-18 21:00:00,1945,2187.725,0.0,0,Normal,0.0
2020-03-18 22:00:00,1843,1779.395,3.5745295451543937,0,Normal,10.48
2020-03-18 23:00:00,1264,1626.7,0.0,0,Normal,0.0
2020-03-19 00:00:00,1261,1181.495,6.729186327491873,0,Normal,19.73
2020-03-19 01:00:00,1309,1130.375,15.802278005086807,0,Warning,46.34
2020-03-19 02:00:00,893,894.185,0.0,0,Normal,0.0
2020-03-19 03:00:00,425,691.93,0.0,1,Normal,5.0
2020-03-19 04:00:00,934,911.68,2.448227448227454,0,Normal,7.18
2020-03-19 05:00:00,1254,1362.96,0.0,0,Normal,0.0
2020-03-19 06:00:00,1585,2001.645,0.0,0,Normal,0.0
2020-03-19 07:00:00,2709,2632.065,2.922990123724146,0,Normal,8.57
2020-03-19 08:00:00,3334,3392.885,0.0,0,Normal,0.0
2020-03-19 09:00:00,3244,3390.88,0.0,0,Normal,0.0
2020-03-19 10:00:00,3349,3068.675,9.135050143791695,0,Normal,26.79
2020-03-19 11:00:00,3544,2970.1,19.322581731254843,0,Warning,56.66
2020-03-19 12:00:00,3052,3233.435,0.0,0,Normal,0.0
2020-03-19 13:00:00,3112,2911.625,6.881895848538187,0,Normal,20.18
2020-03-19 14:00:00,2942,2839.935,3.5939202833867694,0,Normal,10.54
2020-03-19 15:00:00,2728,2688.66,1.4631824031301894,0,Normal,4.29
2020-03-19 16:00:00,2546,2598.535,0.0,0,Normal,0.0
2020-03-19 17:00:00,2834,2626.2,7.912573299824849,0,Normal,23.2
2020-03-19 18:00:00,2987,2965.495,0.7251740434564924,0,Normal,2.13
2020-03-19 19:00:00,3120,3072.735,1.5382061909015867,0,Normal,4.51
2020-03-19 20:00:00,2692,2872.425,0.0,0,Normal,0.0
2020-03-19 21:00:00,1964,2168.655,0.0,0,Normal,0.0
2020-03-19 22:00:00,1760,1874.255,0.0,0,Normal,0.0
2020-03-19 23:00:00,1583,1529.17,3.5202103101682565,0,Normal,10.32
2020-03-20 00:00:00,1253,1223.235,2.4333018594137763,0,Normal,7.14
2020-03-20 01:00:00,1175,1140.495,3.025440707762867,0,Normal,8.87
2020-03-20 02:00:00,714,692.92,3.042198233562322,0,Normal,8.92
2020-03-20 03:00:00,389,560.82,0.0,1,Normal,5.0
2020-03-20 04:00:00,872,752.095,15.942799779283199,0,Warning,46.75
2020-03-20 05:00:00,638,1183.4,0.0,1,Normal,5.0
2020-03-20 06:00:00,2007,1649.19,21.696105360813487,0,High,63.62
2020-03-20 07:00:00,2687,3028.535,0.0,0,Normal,0.0
2020-03-20 08:00:00,3299,3382.805,0.0,0,Normal,0.0
2020-03-20 09:00:00,3497,3314.185,5.516137451590664,0,Normal,16.18
2020-03-20 10:00:00,3482,3265.225,6.63889931015474,0,Normal,19.47
2020-03-20 11:00:00,3278,3294.37,0.0,0,Normal,0.0
2020-03-20 12:00:00,3132,3090.63,1.33856204074897,0,Normal,3.93
2020-03-20 13:00:00,2995,2940.405,1.856717016873519,0,Normal,5.44
2020-03-20 14:00:00,2812,2834.645,0.0,0,Normal,0.0
2020-03-20 15:00:00,2872,2660.39,7.954096955709507,0,Normal,23.32
2020-03-20 16:00:00,2313,2625.6,0.0,0,Normal,0.0
2020-03-20 17:00:00,2701,2522.2,7.089049242724613,0,Normal,20.79
2020-03-20 18:00:00,2955,2695.32,9.634477538845102,0,Normal,28.25
2020-03-20 19:00:00,2708,2896.73,0.0,0,Normal,0.0
2020-03-20 20:00:00,2389,2534.49,0.0,0,Normal,0.0
2020-03-20 21:00:00,1818,1972.895,0.0,0,Normal,0.0
2020-03-20 22:00:00,1555,1626.16,0.0,0,Normal,0.0
2020-03-20 23:00:00,1523,1525.07,0.0,0,Normal,0.0
2020-03-21 00:00:00,1495,1405.13,6.395849494352827,0,Normal,18.76
2020-03-21 01:00:00,973,1296.96,0.0,1,Normal,5.0
2020-03-21 02:00:00,494,773.085,0.0,2,Normal,10.0
2020-03-21 03:00:00,893,524.145,70.37270221026624,3,Critical,95.0
2020-03-21 04:00:00,885,791.445,11.820783503591525,0,Warning,34.66
2020-03-21 05:00:00,662,711.415,0.0,0,Normal,0.0
2020-03-21 06:00:00,550,716.045,0.0,1,Normal,5.0
2020-03-21 07:00:00,1669,1459.29,14.37068711496687,0,Warning,42.14
2020-03-21 08:00:00,2827,2950.19,0.0,0,Normal,0.0
2020-03-21 09:00:00,3726,3744.45,0.0,0,Normal,0.0
2020-03-21 10:00:00,3881,3867.13,0.3586639187200816,0,Normal,1.05
2020-03-21 11:00:00,3864,3742.375,3.2499415478138878,0,Normal,9.53
2020-03-21 12:00:00,3711,3624.095,2.397977977950363,0,Normal,7.03
2020-03-21 13:00:00,3442,3439.49,0.07297593538577575,0,Normal,0.21
2020-03-21 14:00:00,3403,3035.36,12.111907648516151,0,Warning,35.52
2020-03-21 15:00:00,2915,2959.98,0.0,0,Normal,0.0
2020-03-21 16:00:00,2817,2651.665,6.235139054141456,0,Normal,18.28
2020-03-21 17:00:00,2744,2796.125,0.0,0,Normal,0.0
2020-03-21 18:00:00,2884,2809.445,2.6537269816636324,0,Normal,7.78
2020-03-21 19:00:00,2937,2687.58,9.280467930256963,0,Normal,27.21
2020-03-21 20:00:00,2260,2458.115,0.0,0,Normal,0.0
2020-03-21 21:00:00,1592,1729.895,0.0,0,Normal,0.0
2020-03-21 22:00:00,1363,1514.285,0.0,0,Normal,0.0
2020-03-21 23:00:00,1461,1521.76,0.0,0,Normal,0.0
2020-03-22 00:00:00,1559,1344.495,15.95431742029536,0,Warning,46.79
2020-03-22 01:00:00,1154,1035.415,11.452895698826078,0,Warning,33.59
2020-03-22 02:00:00,495,713.565,0.0,1,Normal,5.0
2020-03-22 03:00:00,602,684.42,0.0,0,Normal,0.0
2020-03-22 04:00:00,284,800.24,0.0,1,Normal,5.0
2020-03-22 05:00:00,512,481.74,6.281396603977248,0,Normal,18.42
2020-03-22 06:00:00,582,431.57,34.856454341126586,1,High,85.0
2020-03-22 07:00:00,1156,1391.855,0.0,0,Normal,0.0
2020-03-22 08:00:00,2817,2317.12,21.573332412650192,0,High,63.26
2020-03-22 09:00:00,3301,3738.915,0.0,0,Normal,0.0
2020-03-22 10:00:00,3888,3739.395,3.9740385811073717,0,Normal,11.65
2020-03-22 11:00:00,3827,3824.72,0.05961220690665461,0,Normal,0.17
2020-03-22 12:00:00,3571,3631.825,0.0,0,Normal,0.0
2020-03-22 13:00:00,3323,3483.47,0.0,0,Normal,0.0
2020-03-22 14:00:00,2997,3058.99,0.0,0,Normal,0.0
2020-03-22 15:00:00,2669,2692.745,0.0,0,Normal,0.0
2020-03-22 16:00:00,2435,2470.305,0.0,0,Normal,0.0
2020-03-22 17:00:00,2512,2524.1,0.0,0,Normal,0.0
2020-03-22 18:00:00,2609,2659.425,0.0,0,Normal,0.0
2020-03-22 19:00:00,2823,2729.165,3.4382311073167084,0,Normal,10.08
2020-03-22 20:00:00,2479,2542.01,0.0,0,Normal,0.0
2020-03-22 21:00:00,1553,1842.92,0.0,0,Normal,0.0
2020-03-22 22:00:00,1450,1491.23,0.0,0,Normal,0.0
2020-03-22 23:00:00,1176,1492.08,0.0,0,Normal,0.0
2020-03-23 00:00:00,1086,1249.055,0.0,0,Normal,0.0
2020-03-23 01:00:00,730,929.95,0.0,0,Normal,0.0
2020-03-23 02:00:00,183,593.175,0.0,1,Normal,5.0
2020-03-23 03:00:00,214,641.125,0.0,2,Normal,10.0
2020-03-23 04:00:00,501,792.77,0.0,3,Normal,15.0
2020-03-23 05:00:00,1122,1148.805,0.0,0,Normal,0.0
2020-03-23 06:00:00,1758,1929.09,0.0,0,Normal,0.0
2020-03-23 07:00:00,2872,2876.93,0.0,0,Normal,0.0
2020-03-23 08:00:00,3273,3359.345,0.0,0,Normal,0.0
2020-03-23 09:00:00,3541,3407.96,3.903801687813236,0,Normal,11.45
2020-03-23 10:00:00,3514,3348.87,4.930916995882197,0,Normal,14.46
2020-03-23 11:00:00,3323,3316.655,0.19130720560322975,0,Normal,0.56
2020-03-23 12:00:00,3305,3171.41,4.212321964047542,0,Normal,12.35
2020-03-23 13:00:00,3048,3112.87,0.0,0,Normal,0.0
2020-03-23 14:00:00,2985,2937.355,1.6220375133410834,0,Normal,4.76
2020-03-23 15:00:00,2936,2727.095,7.660349199422837,0,Normal,22.46
2020-03-23 16:00:00,2693,2570.465,4.767036314441155,0,Normal,13.98
2020-03-23 17:00:00,2847,2727.685,4.374222096759708,0,Normal,12.83
2020-03-23 18:00:00,2965,2863.665,3.538647153211009,0,Normal,10.38
2020-03-23 19:00:00,3164,2988.6,5.868968747908723,0,Normal,17.21
2020-03-23 20:00:00,2445,2770.645,0.0,0,Normal,0.0
2020-03-23 21:00:00,1752,1976.84,0.0,0,Normal,0.0
2020-03-23 22:00:00,1567,1694.77,0.0,0,Normal,0.0
2020-03-23 23:00:00,1328,1522.99,0.0,0,Normal,0.0
2020-03-24 00:00:00,1374,1095.115,25.466275231368396,1,High,79.68
2020-03-24 01:00:00,1256,869.55,44.442527744235534,2,High,90.0
2020-03-24 02:00:00,551,633.415,0.0,0,Normal,0.0
2020-03-24 03:00:00,632,645.03,0.0,0,Normal,0.0
2020-03-24 04:00:00,1282,752.835,70.28963849980407,1,High,85.0
2020-03-24 05:00:00,1046,1314.88,0.0,0,Normal,0.0
2020-03-24 06:00:00,1329,1639.64,0.0,0,Normal,0.0
2020-03-24 07:00:00,2597,2507.155,3.583543897365731,0,Normal,10.51
2020-03-24 08:00:00,3303,3348.835,0.0,0,Normal,0.0
2020-03-24 09:00:00,3612,3405.52,6.063097559256737,0,Normal,17.78
2020-03-24 10:00:00,3630,3483.935,4.192529424343452,0,Normal,12.29
2020-03-24 11:00:00,3504,3326.46,5.337205317364404,0,Normal,15.65
2020-03-24 12:00:00,3590,3310.965,8.427603432836042,0,Normal,24.71
2020-03-24 13:00:00,3334,3318.07,0.4800983704382317,0,Normal,1.41
2020-03-24 14:00:00,3032,3068.87,0.0,0,Normal,0.0
2020-03-24 15:00:00,2979,2803.875,6.245820516249833,0,Normal,18.32
2020-03-24 16:00:00,2777,2693.995,3.0811118803115862,0,Normal,9.04
2020-03-24 17:00:00,2761,2882.125,0.0,0,Normal,0.0
2020-03-24 18:00:00,3051,2954.78,3.2564184135536243,0,Normal,9.55
2020-03-24 19:00:00,2981,3108.995,0.0,0,Normal,0.0
2020-03-24 20:00:00,2640,2667.985,0.0,0,Normal,0.0
2020-03-24 21:00:00,1844,2068.34,0.0,0,Normal,0.0
2020-03-24 22:00:00,1497,1647.855,0.0,0,Normal,0.0
2020-03-24 23:00:00,1159,1495.08,0.0,1,Normal,5.0
2020-03-25 00:00:00,1495,1217.465,22.796137876653546,2,High,76.85
2020-03-25 01:00:00,1072,1239.925,0.0,0,Normal,0.0
2020-03-25 02:00:00,513,757.855,0.0,1,Normal,5.0
2020-03-25 03:00:00,682,687.245,0.0,0,Normal,0.0
2020-03-25 04:00:00,1183,1117.58,5.853719644231292,0,Normal,17.17
2020-03-25 05:00:00,1067,1343.85,0.0,0,Normal,0.0
2020-03-25 06:00:00,1421,1551.63,0.0,0,Normal,0.0
2020-03-25 07:00:00,2363,2521.035,0.0,0,Normal,0.0
2020-03-25 08:00:00,3360,3312.945,1.4203374942837819,0,Normal,4.17
2020-03-25 09:00:00,3650,3409.13,7.0654389829663256,0,Normal,20.72
2020-03-25 10:00:00,3634,3471.34,4.685798567700076,0,Normal,13.74
2020-03-25 11:00:00,3452,3197.43,7.96170674573017,0,Normal,23.35
2020-03-25 12:00:00,3443,3322.46,3.6280346490251185,0,Normal,10.64
2020-03-25 13:00:00,3362,3276.915,2.596497010145214,0,Normal,7.61
2020-03-25 14:00:00,3126,3084.21,1.3549661015300503,0,Normal,3.97
2020-03-25 15:00:00,2928,2826.77,3.581119086448491,0,Normal,10.5
2020-03-25 16:00:00,2809,2763.35,1.6519803861255393,0,Normal,4.84
2020-03-25 17:00:00,2839,2907.65,0.0,0,Normal,0.0
2020-03-25 18:00:00,3041,3000.325,1.355686467299382,0,Normal,3.98
2020-03-25 19:00:00,3077,3048.42,0.9375348541211489,0,Normal,2.75
2020-03-25 20:00:00,2805,2737.085,2.4812894009502795,0,Normal,7.28
2020-03-25 21:00:00,1802,2129.015,0.0,0,Normal,0.0
2020-03-25 22:00:00,1645,1666.39,0.0,0,Normal,0.0
2020-03-25 23:00:00,1343,1544.695,0.0,0,Normal,0.0
2020-03-26 00:00:00,1243,1355.465,0.0,0,Normal,0.0
2020-03-26 01:00:00,1132,1008.01,12.300473209591175,0,Warning,36.07
2020-03-26 02:00:00,600,721.225,0.0,0,Normal,0.0
2020-03-26 03:00:00,631,723.82,0.0,0,Normal,0.0
2020-03-26 04:00:00,853,975.11,0.0,0,Normal,0.0
2020-03-26 05:00:00,1039,1154.005,0.0,0,Normal,0.0
2020-03-26 06:00:00,1423,1520.46,0.0,0,Normal,0.0
2020-03-26 07:00:00,2302,2535.49,0.0,0,Normal,0.0
2020-03-26 08:00:00,3592,3339.65,7.556181036935006,0,Normal,22.16
2020-03-26 09:00:00,3775,3492.155,8.099440030582828,0,Normal,23.75
2020-03-26 10:00:00,3833,3564.79,7.523865360932904,0,Normal,22.06
2020-03-26 11:00:00,3546,3622.21,0.0,0,Normal,0.0
2020-03-26 12:00:00,3385,3276.895,3.29900713938042,0,Normal,9.67
2020-03-26 13:00:00,3234,3186.62,1.4868418575167452,0,Normal,4.36
2020-03-26 14:00:00,3100,3010.5,2.9729280850357083,0,Normal,8.72
2020-03-26 15:00:00,2904,2834.815,2.440547266752855,0,Normal,7.16
2020-03-26 16:00:00,2847,2718.815,4.7147378545432455,0,Normal,13.83
2020-03-26 17:00:00,2920,2958.415,0.0,0,Normal,0.0
2020-03-26 18:00:00,3083,2995.03,2.9371992934962186,0,Normal,8.61
2020-03-26 19:00:00,3082,3069.66,0.40199891844699887,0,Normal,1.18
2020-03-26 20:00:00,2580,2843.55,0.0,0,Normal,0.0
2020-03-26 21:00:00,2103,2044.755,2.848507522906162,0,Normal,8.35
2020-03-26 22:00:00,1388,1841.73,0.0,1,Normal,5.0
2020-03-26 23:00:00,1543,1484.875,3.9144709150601904,0,Normal,11.48
2020-03-27 00:00:00,1161,1208.49,0.0,0,Normal,0.0
2020-03-27 01:00:00,1148,1097.34,4.616618368053665,0,Normal,13.54
2020-03-27 02:00:00,829,825.83,0.38385624159935566,0,Normal,1.13
2020-03-27 03:00:00,234,743.08,0.0,1,Normal,5.0
2020-03-27 04:00:00,887,812.73,9.13833622482251,0,Normal,26.8
2020-03-27 05:00:00,1226,1034.495,18.51193094215053,0,Warning,54.29
2020-03-27 06:00:00,1385,1818.025,0.0,1,Normal,5.0
2020-03-27 07:00:00,2634,2418.83,8.895623090502436,0,Normal,26.09
2020-03-27 08:00:00,3529,3489.745,1.1248672897303418,0,Normal,3.3
2020-03-27 09:00:00,3724,3485.21,6.8515240114655915,0,Normal,20.09
2020-03-27 10:00:00,3634,3595.045,1.0835747535844453,0,Normal,3.18
2020-03-27 11:00:00,3579,3448.1,3.7962936109741623,0,Normal,11.13
2020-03-27 12:00:00,3660,3351.165,9.215750343537248,0,Normal,27.02
2020-03-27 13:00:00,3275,3342.965,0.0,0,Normal,0.0
2020-03-27 14:00:00,3110,3035.85,2.442479042113414,0,Normal,7.16
2020-03-27 15:00:00,2993,2881.27,3.877803885092338,0,Normal,11.37
2020-03-27 16:00:00,2920,2750.5,6.162515906198873,0,Normal,18.07
2020-03-27 17:00:00,3008,2938.6,2.3616688218879767,0,Normal,6.93
2020-03-27 18:00:00,3167,2965.125,6.808313308882425,0,Normal,19.97
2020-03-27 19:00:00,3098,2974.0,4.169468728984533,0,Normal,12.23
2020-03-27 20:00:00,2522,2703.415,0.0,0,Normal,0.0
2020-03-27 21:00:00,1944,2015.47,0.0,0,Normal,0.0
2020-03-27 22:00:00,1834,1588.235,15.474095458165833,0,Warning,45.38
2020-03-27 23:00:00,1570,1575.445,0.0,0,Normal,0.0
2020-03-28 00:00:00,1569,1358.83,15.466982624758069,0,Warning,45.36
2020-03-28 01:00:00,1288,1184.805,8.709872088655933,0,Normal,25.54
2020-03-28 02:00:00,638,745.88,0.0,0,Normal,0.0
2020-03-28 03:00:00,909,546.27,66.40123016090944,1,High,85.0
2020-03-28 04:00:00,978,837.245,16.811685946168684,0,Warning,49.3
2020-03-28 05:00:00,784,896.655,0.0,0,Normal,0.0
2020-03-28 06:00:00,720,838.245,0.0,0,Normal,0.0
2020-03-28 07:00:00,1380,1546.88,0.0,0,Normal,0.0
2020-03-28 08:00:00,2711,2853.37,0.0,0,Normal,0.0
2020-03-28 09:00:00,3766,3720.785,1.2152005557966974,0,Normal,3.56
2020-03-28 10:00:00,4161,3906.375,6.518191417874627,0,Normal,19.11
2020-03-28 11:00:00,4064,3887.55,4.53884837494051,0,Normal,13.31
2020-03-28 12:00:00,3902,3783.385,3.1351554229876095,0,Normal,9.19
2020-03-28 13:00:00,3712,3614.83,2.688093216001861,0,Normal,7.88
2020-03-28 14:00:00,3379,3367.605,0.33837103817104386,0,Normal,0.99
2020-03-28 15:00:00,3110,3020.99,2.9463851254059175,0,Normal,8.64
2020-03-28 16:00:00,2981,2816.6,5.836824540225807,0,Normal,17.12
2020-03-28 17:00:00,3163,2955.575,7.01809292608038,0,Normal,20.58
2020-03-28 18:00:00,3356,3098.28,8.318163626270053,0,Normal,24.39
2020-03-28 19:00:00,3248,3152.84,3.018231182045389,0,Normal,8.85
2020-03-28 20:00:00,2689,2718.44,0.0,0,Normal,0.0
2020-03-28 21:00:00,2153,2014.115,6.895584413005215,0,Normal,20.22
2020-03-28 22:00:00,1685,1659.735,1.5222309585566431,0,Normal,4.46
2020-03-28 23:00:00,1554,1582.465,0.0,0,Normal,0.0
2020-03-29 00:00:00,1771,1373.305,28.95897124091152,1,High,85.0
2020-03-29 01:00:00,1347,1228.31,9.662870122363252,0,Normal,28.34
2020-03-29 03:00:00,661,769.535,0.0,0,Normal,0.0
2020-03-29 04:00:00,970,771.51,25.727469507848248,1,High,80.44
2020-03-29 05:00:00,692,758.165,0.0,0,Normal,0.0
2020-03-29 06:00:00,636,646.255,0.0,0,Normal,0.0
2020-03-29 07:00:00,393,622.485,0.0,1,Normal,5.0
2020-03-29 08:00:00,1267,1298.135,0.0,0,Normal,0.0
2020-03-29 09:00:00,2066,2288.71,0.0,0,Normal,0.0
2020-03-29 10:00:00,3137,3025.87,3.672662738319892,0,Normal,10.77
2020-03-29 11:00:00,3471,3218.845,7.833710539028757,0,Normal,22.97
2020-03-29 12:00:00,3584,3502.065,2.3396196244215894,0,Normal,6.86
2020-03-29 13:00:00,3460,3543.635,0.0,0,Normal,0.0
2020-03-29 14:00:00,3047,3308.175,0.0,0,Normal,0.0
2020-03-29 15:00:00,2783,2841.1,0.0,0,Normal,0.0
2020-03-29 16:00:00,2672,2558.33,4.443132824928766,0,Normal,13.03
2020-03-29 17:00:00,2723,2686.185,1.3705310691557007,0,Normal,4.02
2020-03-29 18:00:00,2616,2665.76,0.0,0,Normal,0.0
2020-03-29 19:00:00,2637,2642.53,0.0,0,Normal,0.0
2020-03-29 20:00:00,2737,2435.01,12.40200245584206,0,Warning,36.37
2020-03-29 21:00:00,2096,2366.625,0.0,0,Normal,0.0
2020-03-29 22:00:00,1884,1760.92,6.989528201167568,0,Normal,20.5
2020-03-29 23:00:00,1396,1567.315,0.0,0,Normal,0.0
2020-03-30 00:00:00,1206,1114.485,8.211416035209098,0,Normal,24.08
2020-03-30 01:00:00,1010,1062.935,0.0,0,Normal,0.0
2020-03-30 02:00:00,633,843.855,0.0,1,Normal,5.0
2020-03-30 03:00:00,521,577.92,0.0,0,Normal,0.0
2020-03-30 04:00:00,945,582.845,62.13573076890081,1,High,85.0
2020-03-30 05:00:00,1334,878.13,51.91372575814515,2,High,90.0
2020-03-30 06:00:00,1195,1775.565,0.0,3,Normal,15.0
2020-03-30 07:00:00,2134,1876.445,13.725688735880883,0,Warning,40.25
2020-03-30 08:00:00,2964,3196.265,0.0,0,Normal,0.0
2020-03-30 09:00:00,3522,3339.48,5.46552157820978,0,Normal,16.03
2020-03-30 10:00:00,3535,3384.695,4.440725087489414,0,Normal,13.02
2020-03-30 11:00:00,3610,3415.42,5.697103138120639,0,Normal,16.71
2020-03-30 12:00:00,3596,3368.705,6.747251540280318,0,Normal,19.79
2020-03-30 13:00:00,3350,3308.855,1.2434815064425604,0,Normal,3.65
2020-03-30 14:00:00,3100,3070.705,0.9540154459643657,0,Normal,2.8
2020-03-30 15:00:00,2726,2793.395,0.0,0,Normal,0.0
2020-03-30 16:00:00,2694,2531.08,6.4367779761998865,0,Normal,18.88
2020-03-30 17:00:00,2762,2756.855,0.18662570211345833,0,Normal,0.55
2020-03-30 18:00:00,2880,2774.3,3.8099700825433374,0,Normal,11.17
2020-03-30 19:00:00,2776,2938.09,0.0,0,Normal,0.0
2020-03-30 20:00:00,2700,2645.865,2.046022756263083,0,Normal,6.0
2020-03-30 21:00:00,2229,2309.435,0.0,0,Normal,0.0
2020-03-30 22:00:00,1679,1980.055,0.0,0,Normal,0.0
2020-03-30 23:00:00,1838,1533.145,19.884290135636228,0,Warning,58.31
2020-03-31 00:00:00,1326,1282.365,3.402697359956018,0,Normal,9.98
2020-03-31 01:00:00,1332,956.725,39.22496015051347,1,High,85.0
2020-03-31 02:00:00,890,915.215,0.0,0,Normal,0.0
2020-03-31 03:00:00,472,792.13,0.0,1,Normal,5.0
2020-03-31 04:00:00,579,1005.38,0.0,2,Normal,10.0
2020-03-31 05:00:00,1093,1167.19,0.0,0,Normal,0.0
2020-03-31 06:00:00,1226,1210.935,1.244079987778044,0,Normal,3.65
2020-03-31 07:00:00,1917,2099.12,0.0,0,Normal,0.0
2020-03-31 08:00:00,2723,2817.405,0.0,0,Normal,0.0
2020-03-31 09:00:00,3553,3363.095,5.646733143131557,0,Normal,16.56
2020-03-31 10:00:00,3578,3447.2,3.7943838477605065,0,Normal,11.13
